번호,주택유형,공고명,지역,공고게시일,마감일,공고상태
57520368.0,행복주택,[정정공고]용인시 및 이천시 행복주택 예비입주자 모집,경기도,2024.06.05,2024.06.17,접수마감
57517602.0,공공임대,[정정공고]강릉송정단지 50년공공임대주택 예비입주자 모집,강원특별자치도,2024.06.05,2024.06.13,접수마감
57480924.0,행복주택,양산물금 LH천년나무 행복주택 자격완화 입주자 모집,경상남도,2024.06.04,2024.06.13,접수마감
57476306.0,행복주택,평택시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 모집 공고,경기도,2024.06.04,2024.06.24,접수마감
57399184.0,행복주택,수원시 지역 행복주택 예비입주자 모집 공고(2024.06.03),경기도,2024.06.03,2024.06.14,접수마감
57478518.0,행복주택,[정정공고]용인시 및 이천시 행복주택 예비입주자 모집,경기도,2024.06.03,2024.06.17,접수마감
57496680.0,행복주택,[정정공고]2024년 5월 행복주택 통합모집 공고(제주특별자치도),제주특별자치도,2024.06.03,2024.06.11,접수마감
57469952.0,행복주택,용인시 및 이천시 행복주택 예비입주자 모집,경기도,2024.05.31,2024.06.17,접수마감
57459190.0,행복주택,대전목동 더샵리슈빌 행복주택 자격완화 입주자 모집(2024.05.31),대전광역시,2024.05.31,2024.06.12,접수마감
57438739.0,행복주택,"행복주택(대구도남A1, 대구연경A3) 입주자격완화 예비입주자 모집",대구광역시,2024.05.31,2024.06.14,접수마감
57463862.0,행복주택,성남고등A-1(리츠) 및 성남단대 행복주택 예비입주자 모집,경기도,2024.05.31,2024.06.12,접수마감
57498778.0,국민임대,성남(위례) 국민임대주택 예비입주자 모집공고,경기도,2024.05.31,2024.06.13,접수마감
57463730.0,국민임대,성남시지역 국민임대주택 예비입주자 모집,경기도,2024.05.31,2024.06.13,접수마감
57439955.0,행복주택,"대구신서혁신10, 경산하양3 행복주택 입주자격완화 예비입주자 모집",대구광역시 외,2024.05.31,2024.06.12,접수마감
57455836.0,행복주택,군산금암 행복주택 입주자격완화 추가모집,전북특별자치도,2024.05.31,2024.06.21,접수마감
57454487.0,영구임대,파주운정3 A24BL 영구임대주택 입주자 모집공고,경기도,2024.05.30,2024.06.14,접수마감
57376874.0,공공임대,강릉송정단지 50년공공임대주택 예비입주자 모집,강원특별자치도,2024.05.30,2024.06.13,접수마감
57736239.0,행복주택,"서울공릉, 서울양원S1BL 행복주택 예비입주자 모집 공고",서울특별시,2024.05.29,2024.06.11,접수마감
57402386.0,행복주택,"포항일월, 포항중앙 행복주택 선착순 동호지정 입주자모집",경상북도,2024.05.29,2024.08.30,접수마감
57351367.0,영구임대,김해구산1 영구임대주택 예비입주자 모집 공고,경상남도,2024.05.28,2024.06.21,접수마감
57320789.0,영구임대,화성시 동탄지구 내 영구임대주택 예비자 모집 공고(2024.05.28.),경기도,2024.05.28,2024.06.14,접수마감
57377967.0,영구임대,부천시 지역 영구임대주택 예비입주자 모집,경기도,2024.05.27,2024.06.12,접수마감
57332031.0,영구임대,보령명천2 영구임대 예비입주자 모집,충청남도,2024.05.27,2024.06.19,접수마감
57391283.0,공공임대,[정정공고](무순위)양주옥정 10년 공공임대주택리츠 예비입주자 모집공고,경기도,2024.05.27,2024.06.05,접수마감
57433947.0,공공임대,[정정공고]전주삼천6단지 50년공공임대주택 예비입주자 모집,전북특별자치도,2024.05.27,2024.06.12,접수마감
57402296.0,공공임대,전주삼천6단지 50년공공임대주택 예비입주자 모집,전북특별자치도,2024.05.27,2024.06.12,접수마감
57393443.0,국민임대,"[정정공고]경북서부지역(구미시,김천시,대구광역시 군위군)국민임대주택 예비자모집 공고",대구광역시 외,2024.05.27,2024.05.29,접수마감
57369709.0,공공임대,충북혁신 천년나무7단지[B-7블록] 10년 공공임대주택 추가입주자모집,충청북도,2024.05.24,2024.06.07,접수마감
57323278.0,국민임대,[정정공고](정정공고)청주시지역 국민임대주택 예비입주자 모집 공고(2024.05.16),충청북도,2024.05.23,2024.05.28,접수마감
57328900.0,국민임대,"충주신한강변 국민임대주택 입주자 상시모집 공고(자격완화,단독세대주 신청가능, 동호지정)[2024.05.23]",충청북도,2024.05.23,2024.06.05,접수마감
57350367.0,국민임대,"[정정공고](2024.05.16) 전주시, 완주군 지역 국민임대주택 예비입주자 모집 공고",전북특별자치도,2024.05.22,2024.05.28,접수마감
57289178.0,행복주택,강화신문1 행복주택 예비입주자 모집공고(2024.05.22.),인천광역시,2024.05.22,2024.06.03,접수마감
57324547.0,공공임대,(무순위)양주옥정 10년 공공임대주택리츠 예비입주자 모집공고,경기도,2024.05.22,2024.06.05,접수마감
57292574.0,영구임대,군산오룡 고령자복지주택(영구임대) 입주자 추가모집,전북특별자치도,2024.05.21,2024.06.12,접수마감
57292565.0,영구임대,군산오룡 고령자복지주택(영구임대) 입주자 추가모집,전북특별자치도,2024.05.21,2024.06.12,접수마감
57286165.0,국민임대,[정정공고]증평군 지역 국민임대주택 예비입주자 모집공고(2024.05.16),충청북도,2024.05.21,2024.06.04,접수마감
57316943.0,국민임대,[정정공고]음성군 지역 국민임대주택 예비입주자 모집공고(2024.05.16),충청북도,2024.05.21,2024.06.03,접수마감
57323556.0,행복주택,[정정공고]인천검단 AA35-1블록 행복주택 입주자 모집,인천광역시,2024.05.21,2024.06.03,접수마감
57321525.0,행복주택,인천검단 AA35-1블록 행복주택 입주자 모집,인천광역시,2024.05.20,2024.06.03,접수마감
57273548.0,영구임대,아산읍내 영구임대주택 예비입주자 모집공고(공고일:2024.05.20),충청남도,2024.05.20,2024.06.10,접수마감
57310425.0,행복주택,[정정공고]창원반계 창업지원주택(행복) 창업자 입주자격완화 및 공급비율완화 예비입주자 모집 공고 ('24.05.16),경상남도,2024.05.20,2024.06.12,접수마감
57302963.0,행복주택,[정정공고]화성동탄지구내 행복주택(430호) 입주자격완화 대기자 모집,경기도,2024.05.20,2024.05.30,접수마감
57323423.0,행복주택,의정부시 행복주택 예비입주자 모집 공고,경기도,2024.05.17,2024.05.31,접수마감
57296783.0,행복주택,"서울 가좌, 휘경 행복주택 예비입주자 모집",서울특별시,2024.05.17,2024.05.29,접수마감
57284836.0,영구임대,2024년 상반기 부산광역시 영구임대주택 예비입주자 모집공고(공고일: 2024. 05. 17.),부산광역시,2024.05.17,2024.05.31,접수마감
57291339.0,영구임대,[정정공고]홍성남장4 영구임대 예비입주자 모집(24.5.16),충청남도,2024.05.17,2024.06.05,접수마감
57290962.0,영구임대,[정정공고]공주월송A-3BL영구임대 예비입주자 모집(24.5.16),충청남도,2024.05.17,2024.06.05,접수마감
57290892.0,영구임대,[정정공고]공주월송(4)단지 영구임대주택 예비입주자 모집,충청남도,2024.05.17,2024.06.05,접수마감
57290900.0,영구임대,[정정공고]충남도청이전 RM6BL 영구임대주택 예비입주자 모집,충청남도,2024.05.17,2024.06.05,접수마감
57282913.0,공공임대,[정정공고]익산부송3단지 50년공공임대주택 예비입주자 모집,전북특별자치도,2024.05.16,2024.05.29,접수마감
57263275.0,국민임대,충주시 지역 국민임대주택 예비입주자 모집 공고[공고일:2024.05.16],충청북도,2024.05.16,2024.06.05,접수마감
57282640.0,공공임대,[정정공고]익산부송3단지 50년공공임대주택 예비입주자 모집,전북특별자치도,2024.05.16,2024.05.29,접수마감
57444762.0,행복주택,2024년 5월 행복주택 통합모집 공고(제주특별자치도),제주특별자치도,2024.05.16,2024.06.11,접수마감
57235136.0,영구임대,홍성남장4 영구임대 예비입주자 모집(24.5.16),충청남도,2024.05.16,2024.06.05,접수마감
57234276.0,영구임대,공주월송A-3BL영구임대 예비입주자 모집(24.5.16),충청남도,2024.05.16,2024.06.05,접수마감
57232561.0,영구임대,충남도청이전 RM6BL 영구임대주택 예비입주자 모집,충청남도,2024.05.16,2024.06.05,접수마감
57232385.0,영구임대,공주월송(4)단지 영구임대주택 예비입주자 모집,충청남도,2024.05.16,2024.06.05,접수마감
57274945.0,국민임대,옥천군지역 국민임대주택 예비입주자 모집['24.05.16],충청북도,2024.05.16,2024.05.29,접수마감
57274391.0,국민임대,울산광역시 국민임대주택 예비입주자 모집(2024.05.16.),울산광역시,2024.05.16,2024.05.29,접수마감
57277000.0,국민임대,청주시지역 국민임대주택 예비입주자 모집 공고(2024.05.16),충청북도,2024.05.16,2024.05.28,접수마감
57270851.0,국민임대,증평군 지역 국민임대주택 예비입주자 모집공고(2024.05.16),충청북도,2024.05.16,2024.06.04,접수마감
57270492.0,국민임대,음성군 지역 국민임대주택 예비입주자 모집공고(2024.03.21),충청북도,2024.05.16,2024.06.03,접수마감
57268074.0,국민임대,원주무실1_국민임대주택 예비입주자 모집공고,강원특별자치도,2024.05.16,2024.05.28,접수마감
57271825.0,국민임대,양산시 국민임대주택 예비입주자 정례모집('24.05.16),경상남도,2024.05.16,2024.05.28,접수마감
57273445.0,국민임대,"창원시지역 진해청안그린빌,진해청안해오름 국민임대주택 예비입주자 모집공고(2024.05.16)",경상남도,2024.05.16,2024.05.28,접수마감
57273461.0,국민임대,"창원시지역 진해청안그린빌,진해청안해오름 국민임대주택 예비입주자 모집공고(2024.05.16)",경상남도,2024.05.16,2024.05.28,접수마감
57266343.0,국민임대,부산광역시 국민임대 예비입주자 모집(2024.05.16),부산광역시,2024.05.16,2024.05.29,접수마감
57263354.0,국민임대,천안병천신한 국민임대주택 예비입주자 모집공고(2024.05.16),충청남도,2024.05.16,2024.05.29,접수마감
57262800.0,국민임대,(2024.05.16) 장수북동 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.05.16,2024.05.29,접수마감
57262723.0,국민임대,"(2024.05.16) 전주시, 완주군 지역 국민임대주택 예비입주자 모집 공고",전북특별자치도,2024.05.16,2024.05.28,접수마감
57277168.0,국민임대,거제시_거제일운 국민임대주택 예비입주자 모집공고(2024.05.16),경상남도,2024.05.16,2024.05.28,접수마감
57255817.0,국민임대,"대구금호 1,5,8 및 대구도남1 국민임대주택 예비입주자 모집 공고",대구광역시,2024.05.16,2024.05.29,접수마감
57251488.0,국민임대,대전천동1단지 국민임대주택 예비자 모집공고(2024.05.16),대전광역시,2024.05.16,2024.05.28,접수마감
57342735.0,국민임대,"춘천권 국민임대주택 예비입주자 모집 춘천신아3차(59형), 퇴계7단지[46A형],퇴계8단지[59형], 퇴계9단지[59형]24년 (입주자모집공고일 : 24. 05. 16. )",강원특별자치도,2024.05.16,2024.05.31,접수마감
57274401.0,국민임대,"철원동송,갈말 국민임대주택_표준입주자_모집공고문(예비입주자)[24.05.16]",강원특별자치도,2024.05.16,2024.05.29,접수마감
57234978.0,국민임대,김해시지역_김해장유2_국민임대주택 5월 예비입주자 모집 공고,경상남도,2024.05.16,2024.05.28,접수마감
57230709.0,국민임대,"경북서부지역(구미시,김천시,대구광역시 군위군)국민임대주택 예비자모집 공고",대구광역시 외,2024.05.16,2024.05.29,접수마감
57248488.0,국민임대,(2024.05.16.공고)임실이도 국민임대 예비입주자 모집공고,전북특별자치도,2024.05.16,2024.05.28,접수마감
57248520.0,국민임대,(2024.05.16.공고)정읍신태인 국민임대 예비입주자 모집공고,전북특별자치도,2024.05.16,2024.05.27,접수마감
57277031.0,국민임대,[24.05.16] 군산권 국민임대 예비입주자 모집 공고,전북특별자치도,2024.05.16,2024.05.29,접수마감
57324130.0,국민임대,[24.05.16]익산권 국민임대 예비입주자 모집공고,전북특별자치도,2024.05.16,2024.05.28,접수마감
57280833.0,국민임대,대전느리울13단지 국민임대주택 예비자 모집공고(2024.05.16),대전광역시,2024.05.16,2024.05.30,접수마감
57180858.0,국민임대,대전삼성타운1단지 국민임대주택 예비자 모집공고(2024.05.16),대전광역시,2024.05.16,2024.05.29,접수마감
57262319.0,행복주택,창원반계 창업지원주택(행복) 창업자 입주자격완화 및 공급비율완화 예비입주자 모집 공고 ('24.05.16),경상남도,2024.05.16,2024.06.12,접수마감
57262086.0,행복주택,창원시 행복주택 예비입주자 모집 공고('24.05.16),경상남도,2024.05.16,2024.05.30,접수마감
57251780.0,국민임대,창원시 국민임대주택 예비입주자 모집 공고('24.05.16),경상남도,2024.05.16,2024.05.30,접수마감
57247787.0,국민임대,김해시 국민임대주택 예비입주자 정례모집 공고('24.05.16),경상남도,2024.05.16,2024.06.12,접수마감
57225016.0,국민임대,장성군 국민임대주택 예비입주자 모집(2024.05.16),전라남도,2024.05.16,2024.05.31,접수마감
57275571.0,국민임대,광주광역시 국민임대 통합정례 예비자 모집공고(2024.05.16),광주광역시,2024.05.16,2024.05.31,접수마감
57267562.0,국민임대,영광도동 국민임대주택 예비입주자 모집공고(2024.05.16),전라남도,2024.05.16,2024.05.30,접수마감
57179755.0,국민임대,2024.5.16. 순천시·광양시 국민임대주택 예비입주자 통합정례 모집,전라남도,2024.05.16,2024.05.29,접수마감
57197161.0,국민임대,나주시 국민임대 통합정례 예비자 모집(2024.05.16),전라남도,2024.05.16,2024.07.24,접수마감
57267858.0,국민임대,김제하동단지 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.05.16,2024.05.28,접수마감
57262419.0,국민임대,여수소호 국민임대주택 예비입주자 모집,전라남도,2024.05.16,2024.05.29,접수마감
57240314.0,국민임대,횡성읍하 국민임대주택 예비입주자 모집,강원특별자치도,2024.05.16,2024.05.30,접수마감
57240155.0,국민임대,원주시지역 국민임대주택 예비입주자 모집,강원특별자치도,2024.05.16,2024.05.29,접수마감
57267111.0,행복주택,화성동탄지구내 행복주택(430호) 입주자격완화 대기자 모집,경기도,2024.05.16,2024.05.30,접수마감
57247820.0,영구임대,경남혁신3 영구임대주택 예비입주자 모집 공고('24.05.16.),경상남도,2024.05.16,2024.05.31,접수마감
57247641.0,공공임대,익산부송3단지 50년공공임대주택 예비입주자 모집,전북특별자치도,2024.05.16,2024.05.29,접수마감
57265251.0,국민임대,경주금장 국민임대주택 예비입주자 모집공고(59형),경상북도,2024.05.16,2024.05.30,접수마감
57264313.0,국민임대,"칠곡왜관4단지 국민임대 예비입주자 모집공고(39,46,51형)",경상북도,2024.05.16,2024.05.28,접수마감
57258022.0,국민임대,구미도량2지구3단지 국민임대주택 예비입주자 모집 공고,경상북도,2024.05.16,2024.05.31,접수마감
57251630.0,국민임대,칠곡북삼휴먼시아 국민임대주택 예비입주자 모집(45형),경상북도,2024.05.16,2024.05.30,접수마감
57240733.0,국민임대,"구미도산휴먼시아 국민임대주택 예비입주자 모집(46,51형)",경상북도,2024.05.16,2024.05.29,접수마감
57247246.0,국민임대,"2024년 5월 국민임대 정례 예비입주자 모집 공고(고성동외, '24.05.16.)",경상남도,2024.05.16,2024.06.05,접수마감
57247484.0,국민임대,"2024년 5월 국민임대 정례 예비입주자 모집 공고(고성남외, '24.05.16.)",경상남도,2024.05.16,2024.06.05,접수마감
57239476.0,국민임대,칠곡왜관3단지 국민임대주택 예비입주자 모집 공고,경상북도,2024.05.16,2024.05.28,접수마감
57247498.0,국민임대,"2024년 5월 국민임대 정례 예비입주자 모집 공고(경남혁신3, '24.05.16.)",경상남도,2024.05.16,2024.06.05,접수마감
57290841.0,국민임대,영천문내 국민임대주택 예비입주자 모집(51형),경상북도,2024.05.16,2024.05.29,접수마감
57214600.0,행복주택,"구리시, 남양주시 지역 행복주택 예비입주자 모집공고",경기도,2024.05.14,2024.05.29,접수마감
57260061.0,영구임대,고창무장 영구임대주택 입주자 추가모집,전북특별자치도,2024.05.14,2024.05.31,접수마감
57149665.0,영구임대,24.5.14. 광양와우 영구임대 예비입주자 모집 공고(지자체 접수),전라남도,2024.05.14,2024.06.07,접수마감
57232138.0,국민임대,고창무장 국민임대주택 입주자 추가모집,전북특별자치도,2024.05.14,2024.05.30,접수마감
57232097.0,국민임대,고창무장 국민임대주택 입주자 추가모집,전북특별자치도,2024.05.14,2024.05.30,접수마감
57197112.0,행복주택,"인천논현 LH16단지 (인천논현4 1블록) 창업지원주택 입주자 모집[인정업종 확대, 선착순동호지정, 선계약후검증](입주자모집공고일 : 2024.5.13.)",인천광역시,2024.05.13,2024.05.23,접수마감
57231892.0,행복주택,[정정공고]경북서부지역(김천시) 행복주택 예비자모집 공고,경상북도,2024.05.13,2024.05.22,접수마감
57175350.0,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고,전북특별자치도,2024.05.13,2024.05.29,접수마감
57206903.0,행복주택,포항블루밸리 행복주택(산업단지형) 입주자격 완화 입주자 추가 모집,경상북도,2024.05.10,2024.05.23,접수마감
57212588.0,영구임대,인천옹진연평 영구임대 입주자격완화 입주자 및 예비입주자 모집 공고,인천광역시,2024.05.10,2024.05.20,접수마감
57211407.0,영구임대,[정정공고]인천옹진연평 영구임대 입주자격완화 입주자 및 예비입주자 모집 공고,인천광역시,2024.05.10,2024.05.20,접수마감
57150100.0,영구임대,인천옹진연평 영구임대 입주자격완화 입주자 및 예비입주자 모집 공고,인천광역시,2024.05.10,2024.05.20,접수마감
57188376.0,국민임대,인천옹진연평 마을정비형 공공주택 국민임대 예비입주자 모집 공고,인천광역시,2024.05.10,2024.05.20,접수마감
57193128.0,국민임대,원주문막1 국민임대주택 예비입주자 상시모집,강원특별자치도,2024.05.09,2024.06.07,접수마감
57190517.0,행복주택,[정정공고]대구동인 행복주택 입주자모집 공고,대구광역시,2024.05.09,2024.05.16,접수마감
57177653.0,영구임대,파주운정3 A34·A37블록 영구임대주택 입주자격완화 추가 및 예비입주자 모집공고,경기도,2024.05.08,2024.05.31,접수마감
57104471.0,공공임대,센트럴빌리지(창원자은3) 10년공공임대주택리츠 예비입주자 모집('24.05.08),경상남도,2024.05.08,2024.05.21,접수마감
57325350.0,행복주택,[정정공고]파주시 행복주택 예비입주자 모집공고('24.05.07),경기도,2024.05.08,2024.05.30,접수마감
57174915.0,국민임대,[정정공고]인천시 중구 국민임대 예비입주자 모집 공고 ('24.5.7),인천광역시,2024.05.07,2024.05.21,접수마감
57145454.0,행복주택,파주시 행복주택 예비입주자 모집공고('24.05.07),경기도,2024.05.07,2024.05.30,접수마감
57186924.0,행복주택,2024년 5월 고양시 지역 행복주택 예비입주자 모집공고,경기도,2024.05.07,2024.06.12,접수마감
57171508.0,국민임대,파주시 국민임대 예비입주자 모집('24.05.07),경기도,2024.05.07,2024.05.30,접수마감
57150993.0,국민임대,인천시 계양구 지역 국민임대주택 예비입주자 모집공고('24.05.07.),인천광역시,2024.05.07,2024.05.24,접수마감
57158645.0,행복주택,인천시 중구 행복주택 예비입주자 모집 ('24.5.7),인천광역시,2024.05.07,2024.05.30,접수마감
57149748.0,국민임대,인천시 중구 국민임대 예비입주자 모집 공고 ('24.5.7),인천광역시,2024.05.07,2024.05.21,접수마감
57101888.0,국민임대,24. 5월 인천시(남부권)국민임대주택 예비입주자 모집 공고(2024.5.7.),인천광역시,2024.05.07,2024.05.22,접수마감
57155523.0,국민임대,"가평군, 남양주시 지역 국민임대주택 예비입주자 모집",경기도,2024.05.07,2024.05.23,접수마감
57144736.0,행복주택,김포권 행복주택 예비입주자 모집 공고,경기도,2024.05.07,2024.05.24,접수마감
57134076.0,국민임대,인천논현2단지 국민임대주택 예비입주자 모집 공고,인천광역시,2024.05.07,2024.05.22,접수마감
57133967.0,국민임대,남양주가운1단지 국민임대주택 예비입주자 모집,경기도,2024.05.07,2024.05.22,접수마감
57130721.0,국민임대,포천송우4단지 국민임대주택 예비입주자 모집(2024.05.07),경기도,2024.05.07,2024.05.23,접수마감
57168299.0,국민임대,인천시 서구 마전주공 국민임대주택 예비입주자 모집 공고,인천광역시,2024.05.07,2024.05.20,접수마감
57135192.0,국민임대,파주시 지역 국민임대 예비입주자 모집공고,경기도,2024.05.07,2024.05.23,접수마감
57144958.0,국민임대,하남풍산1단지 국민임대주택 예비입주자 모집,경기도,2024.05.07,2024.05.24,접수마감
57131746.0,행복주택,"[정정공고]경남 고성군 행복주택(고성남외, 고성서외) 예비입주자 모집 공고('24.04.29.)",경상남도,2024.05.03,2024.05.10,접수마감
57131751.0,행복주택,"[정정공고]경남 고성군 행복주택(고성남외, 고성서외) 예비입주자 모집 공고('24.04.29.)",경상남도,2024.05.03,2024.05.10,접수마감
57118280.0,공공임대,[정정공고]광주효천6(효천2지구 A-1블록) 10년 공공임대주택 예비입주자 모집(2024.05.02),광주광역시,2024.05.02,2024.05.13,접수마감
57118449.0,공공임대,[정정공고]나주빛가람 3단지(B8BL)·1단지(B9BL) 10년 공공임대주택 예비입주자 모집,전라남도,2024.05.02,2024.05.13,접수마감
57036527.0,공공임대,나주빛가람 3단지(B8BL)·1단지(B9BL) 10년 공공임대주택 예비입주자 모집,전라남도,2024.05.02,2024.05.13,접수마감
57051502.0,공공임대,광주효천6(효천2지구 A-1블록) 10년 공공임대주택 예비입주자 모집(2024.05.02),광주광역시,2024.05.02,2024.05.13,접수마감
57098754.0,영구임대,[정정공고]밀양부북 A2BL 영구임대주택 입주자 추가모집,경상남도,2024.05.02,2024.05.17,접수마감
57085301.0,국민임대,파주운정3 A24BL 국민임대주택 입주자 모집공고,경기도,2024.04.30,2024.05.24,접수마감
57061220.0,국민임대,완주황운 국민임대주택 최초 입주자 모집공고,전북특별자치도,2024.04.30,2024.05.22,접수마감
57061207.0,국민임대,완주황운 국민임대주택 최초 입주자 모집공고,전북특별자치도,2024.04.30,2024.05.22,접수마감
57074192.0,행복주택,"[정정공고]강원영동지역[강릉시, 삼척시] 행복주택 예비입주자 모집('24.04.29)",강원특별자치도,2024.04.30,2024.05.14,접수마감
56990384.0,공공임대,원주푸른숨3단지 10년공공임대주택 예비입주자 모집 공고,강원특별자치도,2024.04.30,2024.05.16,접수마감
57073511.0,행복주택,"세종시(세종서창, 해밀행복) 행복주택 예비입주자 모집",세종특별자치시,2024.04.29,2024.05.09,접수마감
57060730.0,행복주택,대구동인 행복주택 입주자모집 공고,대구광역시,2024.04.29,2024.05.16,접수마감
57062763.0,영구임대,밀양부북 A2BL 영구임대주택 입주자 추가모집,경상남도,2024.04.29,2024.05.17,접수마감
57038139.0,국민임대,동대구해모로스퀘어웨스트 국민임대주택 입주자(당해 사업지구 철거민) 모집,대구광역시,2024.04.29,2024.05.10,접수마감
57056507.0,행복주택,"강원영동지역[강릉시, 삼척시] 행복주택 예비입주자 모집('24.04.29)",강원특별자치도,2024.04.29,2024.05.14,접수마감
57039876.0,행복주택,경북서부지역(김천시) 행복주택 예비자모집 공고,경상북도,2024.04.29,2024.05.22,접수마감
57231147.0,행복주택,[`24.04.29]군산내흥7 행복주택 예비자 모집공고,전북특별자치도,2024.04.29,2024.05.13,접수마감
57103035.0,행복주택,[`24.04.29]익산인화 행복주택 예비자 모집공고,전북특별자치도,2024.04.29,2024.05.14,접수마감
57011510.0,공공임대,천안쌍용5-2 단지 50년 공공임대주택 예비입주자 모집 ( 모집공고일 : 2024.04.29.),충청남도,2024.04.29,2024.05.14,접수마감
57034069.0,행복주택,춘천거두2 행복주택 예비입주자 모집(24.04.29),강원특별자치도,2024.04.29,2024.05.08,접수마감
57050726.0,행복주택,원주시지역 행복주택 예비입주자 모집,강원특별자치도,2024.04.29,2024.05.14,접수마감
57057683.0,행복주택,"24.4.29. 여수시(수정,서교) 행복주택 예비입주자 모집 공고",전라남도,2024.04.29,2024.05.10,접수마감
57040803.0,행복주택,"경남 고성군 행복주택(고성남외, 고성서외) 예비입주자 모집 공고('24.04.29.)",경상남도,2024.04.29,2024.05.10,접수마감
57040818.0,행복주택,"경남 고성군 행복주택(고성남외, 고성서외) 예비입주자 모집 공고('24.04.29.)",경상남도,2024.04.29,2024.05.10,접수마감
57198089.0,영구임대,[정정공고]진천문백 영구임대주택 입주자모집공고,충청북도,2024.04.26,2024.05.14,접수마감
57052889.0,영구임대,진천문백 영구임대주택 입주자모집공고,충청북도,2024.04.26,2024.05.14,접수마감
57198111.0,국민임대,[정정공고]진천문백 국민임대주택 입주자모집공고,충청북도,2024.04.26,2024.05.14,접수마감
57039934.0,국민임대,진천문백 국민임대주택 입주자모집공고,충청북도,2024.04.26,2024.05.14,접수마감
57362160.0,행복주택,[정정공고]진천문백 행복주택 입주자모집공고,충청북도,2024.04.26,2024.05.14,접수마감
57052417.0,행복주택,진천문백 행복주택 입주자모집공고,충청북도,2024.04.26,2024.05.14,접수마감
57056266.0,행복주택,[정정공고]광주용산 행복주택 예비입주자 모집(2024.04.24),광주광역시,2024.04.25,2024.05.09,접수마감
56968447.0,공공임대,김해진영2 B5블록5(센텀큐브) 10년 공공임대주택리츠 예비입주자 모집 공고,경상남도,2024.04.25,2024.05.08,접수마감
56995401.0,행복주택,광주용산 행복주택 예비입주자 모집(2024.04.24),광주광역시,2024.04.24,2024.05.09,접수마감
56982916.0,행복주택,화성시 관내 중소기업체 근로자를 위한 기숙사용 건설임대주택 기업체 모집공고 관련 선착순 신청접수 안내(행복주택),경기도,2024.04.24,2024.05.08,접수마감
56982942.0,국민임대,화성시 관내 중소기업체 근로자를 위한 기숙사용 건설임대주택 기업체 모집공고 관련 선착순 신청접수 안내(국민임대),경기도,2024.04.24,2024.05.08,접수마감
57097387.0,행복주택,[정정공고]인천중부권 행복주택 예비입주자 모집 (2024.04.22),인천광역시,2024.04.23,2024.05.03,접수마감
57058173.0,행복주택,부천시 행복주택 예비입주자 모집공고('24.4.22),경기도,2024.04.22,2024.05.08,접수마감
56953957.0,행복주택,인천가정2 A-3블록 행복주택 예비입주자 모집공고(2024.04.22),인천광역시,2024.04.22,2024.05.03,접수마감
56944191.0,행복주택,인천중부권 행복주택 예비입주자 모집 (2024.04.22),인천광역시,2024.04.22,2024.05.03,접수마감
56944686.0,영구임대,고성남외 영구임대주택 예비입주자 모집 공고('24.04.22.),경상남도,2024.04.22,2024.05.07,접수마감
56949669.0,영구임대,강원양구 영구임대주택 입주자 모집,강원특별자치도,2024.04.22,2024.05.10,접수마감
56944677.0,영구임대,산청옥산 영구임대주택 예비입주자 모집 공고('24.04.22.),경상남도,2024.04.22,2024.05.07,접수마감
56977402.0,국민임대,강원양구 국민임대주택 입주자 모집,강원특별자치도,2024.04.22,2024.05.10,접수마감
56897470.0,국민임대,[정정공고]의정부금오9단지 국민임대주택 예비입주자 모집 공고,경기도,2024.04.18,2024.03.27,접수마감
56835778.0,공공임대,오산운암6단지 50년공공임대주택 예비입주자 모집,경기도,2024.04.15,2024.04.26,접수마감
56828029.0,행복주택,"[정정공고]영암용앙3 행복주택 입주자 상시모집(입주자격완화,동호지정)",전라남도,2024.04.08,2024.03.31,접수마감
56806226.0,국민임대,장항국가생태산업단지A1BL 국민임대 입주자 추가모집 공고('24.04.08),충청남도,2024.04.08,2024.04.19,접수마감
56811790.0,행복주택,"[정정공고]공주시지역 행복주택 예비입주자 모집공고(공주월송3, 공주월송4, 공주금흥 공고일 24.03.21.)",충청남도,2024.04.05,2024.04.05,접수마감
56748488.0,공공임대,목포연산1단지 50년공공임대주택예비입주자 모집공고,전라남도,2024.04.03,2024.04.18,접수마감
56764322.0,행복주택,[정정공고]평택시.안성시 지역 행복주택 예비입주자 모집(2024.03.22),경기도,2024.04.02,2024.04.04,접수마감
56719283.0,국민임대,[정정공고]증평군 지역 국민임대주택 예비입주자 모집공고(2024.03.21),충청북도,2024.03.29,2024.04.02,접수마감
56702397.0,국민임대,"동해유성, 태백철암장미 국민임대주택 입주자격완화 예비입주자 상시모집('24.3.28)",강원특별자치도,2024.03.28,2024.04.30,접수마감
56669069.0,국민임대,아산탕정2-A15BL 국민임대주택 입주자격완화 입주자 추가모집 공고(2024.03.28),충청남도,2024.03.28,2024.04.11,접수마감
56698459.0,행복주택,화성시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 모집 공고(행복주택),경기도,2024.03.28,2024.04.16,접수마감
56698508.0,국민임대,화성시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 모집 공고(국민임대),경기도,2024.03.28,2024.04.16,접수마감
